DateTime,Date,Lot,Wfr,Slot,LGPT,Tool,iARC,COAT,CHUCK,PEB,DVLP,MP,Site,Xmm,Ymm,Rmm,Target,LS,US,MP1,DEV,MASK
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,11,49,74.5,89.2,65,62,68,65.9,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,12,-98,0,98,65,62,68,65.9,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,13,98,0,98,65,62,68,65.6,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,14,-24.5,-99,102,65,62,68,66.2,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,15,-24.5,99,102,65,62,68,65.9,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,16,73.5,-74.5,104.7,65,62,68,66,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,17,49,-99,110.5,65,62,68,65.7,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,18,-98,-74.5,123.1,65,62,68,65.2,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,19,98,-74.5,123.1,65,62,68,65.9,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,20,-98,74.5,123.1,65,62,68,66,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,21,24.5,-122.5,124.9,65,62,68,65.2,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,22,-122.5,-24.5,124.9,65,62,68,65.6,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,23,122.5,-24.5,124.9,65,62,68,66.2,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,24,122.5,24.5,124.9,65,62,68,65.9,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,25,-24.5,122.5,124.9,65,62,68,66.2,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,26,-49,-122.5,131.9,65,62,68,66.1,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,27,-122.5,-49,131.9,65,62,68,66,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,28,122.5,-49,131.9,65,62,68,65.3,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,29,-122.5,49,131.9,65,62,68,66,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,30,122.5,49,131.9,65,62,68,65.6,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,31,49,122.5,131.9,65,62,68,65.8,JETHROPUGH,M219-638
2023-08-30 6:31:08.08+00:00,8/30/2023,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,32,98,99,139.3,65,62,68,66,JETHROPUGH,M219-638
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,1,24.5,0,24.5,65,62,68,66.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,2,0,24.5,24.5,65,62,68,63.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,65.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,4,49,24.5,54.8,65,62,68,63.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,5,24.5,-49,54.8,65,62,68,65.1,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,6,-49,-49,69.3,65,62,68,64.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,7,-49,49,69.3,65,62,68,64.6,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,8,0,-74.5,74.5,65,62,68,64.2,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,9,0,74.5,74.5,65,62,68,66.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,10,-73.5,24.5,77.5,65,62,68,66,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,11,49,74.5,89.2,65,62,68,63.7,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,12,-98,0,98,65,62,68,66.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,13,98,0,98,65,62,68,67.1,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,14,-24.5,-99,102,65,62,68,64.5,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,15,-24.5,99,102,65,62,68,65,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,16,73.5,-74.5,104.7,65,62,68,67.1,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,17,49,-99,110.5,65,62,68,64.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,18,-98,-74.5,123.1,65,62,68,66.7,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,19,98,-74.5,123.1,65,62,68,64.5,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,20,-98,74.5,123.1,65,62,68,64.2,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,21,24.5,-122.5,124.9,65,62,68,65.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,22,-122.5,-24.5,124.9,65,62,68,66.1,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,23,122.5,-24.5,124.9,65,62,68,66.4,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,24,122.5,24.5,124.9,65,62,68,67.4,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,25,-24.5,122.5,124.9,65,62,68,66.1,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,26,-49,-122.5,131.9,65,62,68,64.2,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,27,-122.5,-49,131.9,65,62,68,65.5,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,28,122.5,-49,131.9,65,62,68,65.7,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,29,-122.5,49,131.9,65,62,68,65.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,30,122.5,49,131.9,65,62,68,65.8,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,31,49,122.5,131.9,65,62,68,65.3,MELRENFRO,M390-630
2023-08-31 2:13:45.45+00:00,8/31/2023,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,32,98,99,139.3,65,62,68,66.8,MELRENFRO,M390-630
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,1,24.5,0,24.5,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,2,0,24.5,24.5,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,3,-24.5,-24.5,34.6,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,4,49,24.5,54.8,65,62,68,63.8,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,5,24.5,-49,54.8,65,62,68,64.2,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,6,-49,-49,69.3,65,62,68,64.4,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,7,-49,49,69.3,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,8,0,-74.5,74.5,65,62,68,64.2,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,9,0,74.5,74.5,65,62,68,64.3,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,10,-73.5,24.5,77.5,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,11,49,74.5,89.2,65,62,68,63.8,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,12,-98,0,98,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,13,98,0,98,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,14,-24.5,-99,102,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,15,-24.5,99,102,65,62,68,63.9,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,16,73.5,-74.5,104.7,65,62,68,64.1,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,17,49,-99,110.5,65,62,68,64.2,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,18,-98,-74.5,123.1,65,62,68,64.2,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,19,98,-74.5,123.1,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,20,-98,74.5,123.1,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,21,24.5,-122.5,124.9,65,62,68,64.3,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,22,-122.5,-24.5,124.9,65,62,68,64.4,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,23,122.5,-24.5,124.9,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,24,122.5,24.5,124.9,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,25,-24.5,122.5,124.9,65,62,68,63.9,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,26,-49,-122.5,131.9,65,62,68,64.3,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,27,-122.5,-49,131.9,65,62,68,64.3,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,28,122.5,-49,131.9,65,62,68,64.3,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,29,-122.5,49,131.9,65,62,68,64.6,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,30,122.5,49,131.9,65,62,68,63.8,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,31,49,122.5,131.9,65,62,68,64,BOBLILLY,M338-760
2023-08-31 3:38:32.32+00:00,8/31/2023,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,32,98,99,139.3,65,62,68,64.2,BOBLILLY,M338-760
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,1,24.5,0,24.5,65,62,68,64.5,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,2,0,24.5,24.5,65,62,68,64,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,64.8,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,4,49,24.5,54.8,65,62,68,64.4,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,5,24.5,-49,54.8,65,62,68,64.7,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,6,-49,-49,69.3,65,62,68,64.6,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,7,-49,49,69.3,65,62,68,63.7,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,8,0,-74.5,74.5,65,62,68,64.2,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,9,0,74.5,74.5,65,62,68,64.3,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,10,-73.5,24.5,77.5,65,62,68,65.1,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,11,49,74.5,89.2,65,62,68,64.5,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,12,-98,0,98,65,62,68,64.3,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,13,98,0,98,65,62,68,64.9,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,14,-24.5,-99,102,65,62,68,63.8,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,15,-24.5,99,102,65,62,68,64.3,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,16,73.5,-74.5,104.7,65,62,68,64.3,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,17,49,-99,110.5,65,62,68,64.4,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,18,-98,-74.5,123.1,65,62,68,64.9,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,19,98,-74.5,123.1,65,62,68,64.5,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,20,-98,74.5,123.1,65,62,68,64.7,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,21,24.5,-122.5,124.9,65,62,68,64.4,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,22,-122.5,-24.5,124.9,65,62,68,64.7,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,23,122.5,-24.5,124.9,65,62,68,64.1,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,24,122.5,24.5,124.9,65,62,68,65.2,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,25,-24.5,122.5,124.9,65,62,68,65.3,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,26,-49,-122.5,131.9,65,62,68,65.4,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,27,-122.5,-49,131.9,65,62,68,64.5,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,28,122.5,-49,131.9,65,62,68,64.1,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,29,-122.5,49,131.9,65,62,68,64.2,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,30,122.5,49,131.9,65,62,68,64.7,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,31,49,122.5,131.9,65,62,68,64,LRJORDAN,M229-650
2023-08-31 15:48:34.34+00:00,8/31/2023,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,32,98,99,139.3,65,62,68,63.9,LRJORDAN,M229-650
2023-08-31 0:40:00.00+00:00,8/31/2023,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,1,24.5,0,24.5,65,62,68,64.2,CHWATERS,M324-614
2023-08-31 0:40:00.00+00:00,8/31/2023,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,2,0,24.5,24.5,65,62,68,63.8,CHWATERS,M324-614
2023-08-31 0:40:00.00+00:00,8/31/2023,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,64,CHWATERS,M324-614
