DateTime,Date,Lot,Wfr,Slot,LGPT,Tool,ARC,COAT,CHUCK,PEB,DVLP,MP,Site,Xmm,Ymm,Rmm,Target,LS,US,MP1,DEV,RETICLE
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,19,98,-74.5,123.1,65,62,68,65.90,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,20,-98,74.5,123.1,65,62,68,66.00,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,21,24.5,-122.5,124.9,65,62,68,65.20,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,22,-122.5,-24.5,124.9,65,62,68,65.60,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,23,122.5,-24.5,124.9,65,62,68,66.20,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,24,122.5,24.5,124.9,65,62,68,65.90,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,25,-24.5,122.5,124.9,65,62,68,66.20,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,26,-49,-122.5,131.9,65,62,68,66.10,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,27,-122.5,-49,131.9,65,62,68,66.00,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,28,122.5,-49,131.9,65,62,68,65.30,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,29,-122.5,49,131.9,65,62,68,66.00,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,30,122.5,49,131.9,65,62,68,65.60,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,31,49,122.5,131.9,65,62,68,65.80,JETHROPUGH,M219-638
00:25:07,2023-08-30,23127034,16,9,LP101,CD103,CV202,CT1,STG1,PEB14,DVLP3,MP1,32,98,99,139.3,65,62,68,66.00,JETHROPUGH,M219-638
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,1,24.5,0,24.5,65,62,68,66.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,2,0,24.5,24.5,65,62,68,63.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,65.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,4,49,24.5,54.8,65,62,68,63.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,5,24.5,-49,54.8,65,62,68,65.10,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,6,-49,-49,69.3,65,62,68,64.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,7,-49,49,69.3,65,62,68,64.60,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,8,0,-74.5,74.5,65,62,68,64.20,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,9,0,74.5,74.5,65,62,68,66.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,10,-73.5,24.5,77.5,65,62,68,66.00,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,11,49,74.5,89.2,65,62,68,63.70,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,12,-98,0,98,65,62,68,66.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,13,98,0,98,65,62,68,67.10,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,14,-24.5,-99,102,65,62,68,64.50,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,15,-24.5,99,102,65,62,68,65.00,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,16,73.5,-74.5,104.7,65,62,68,67.10,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,17,49,-99,110.5,65,62,68,64.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,18,-98,-74.5,123.1,65,62,68,66.70,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,19,98,-74.5,123.1,65,62,68,64.50,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,20,-98,74.5,123.1,65,62,68,64.20,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,21,24.5,-122.5,124.9,65,62,68,65.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,22,-122.5,-24.5,124.9,65,62,68,66.10,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,23,122.5,-24.5,124.9,65,62,68,66.40,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,24,122.5,24.5,124.9,65,62,68,67.40,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,25,-24.5,122.5,124.9,65,62,68,66.10,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,26,-49,-122.5,131.9,65,62,68,64.20,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,27,-122.5,-49,131.9,65,62,68,65.50,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,28,122.5,-49,131.9,65,62,68,65.70,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,29,-122.5,49,131.9,65,62,68,65.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,30,122.5,49,131.9,65,62,68,65.80,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,31,49,122.5,131.9,65,62,68,65.30,MELRENFRO,M390-630
06:05:18,2023-09-01,23126116,17,5,LP101,CD101,CV202,CT1,STG1,PEB15,DVLP2,MP1,32,98,99,139.3,65,62,68,66.80,MELRENFRO,M390-630
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,1,24.5,0,24.5,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,2,0,24.5,24.5,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,3,-24.5,-24.5,34.6,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,4,49,24.5,54.8,65,62,68,63.80,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,5,24.5,-49,54.8,65,62,68,64.20,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,6,-49,-49,69.3,65,62,68,64.40,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,7,-49,49,69.3,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,8,0,-74.5,74.5,65,62,68,64.20,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,9,0,74.5,74.5,65,62,68,64.30,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,10,-73.5,24.5,77.5,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,11,49,74.5,89.2,65,62,68,63.80,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,12,-98,0,98,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,13,98,0,98,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,14,-24.5,-99,102,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,15,-24.5,99,102,65,62,68,63.90,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,16,73.5,-74.5,104.7,65,62,68,64.10,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,17,49,-99,110.5,65,62,68,64.20,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,18,-98,-74.5,123.1,65,62,68,64.20,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,19,98,-74.5,123.1,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,20,-98,74.5,123.1,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,21,24.5,-122.5,124.9,65,62,68,64.30,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,22,-122.5,-24.5,124.9,65,62,68,64.40,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,23,122.5,-24.5,124.9,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,24,122.5,24.5,124.9,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,25,-24.5,122.5,124.9,65,62,68,63.90,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,26,-49,-122.5,131.9,65,62,68,64.30,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,27,-122.5,-49,131.9,65,62,68,64.30,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,28,122.5,-49,131.9,65,62,68,64.30,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,29,-122.5,49,131.9,65,62,68,64.60,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,30,122.5,49,131.9,65,62,68,63.80,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,31,49,122.5,131.9,65,62,68,64.00,BOBLILLY,M338-760
15:45:44,2023-09-01,23137111,7,3,LP101,CD102,CV202,CT1,STG1,PEB16,DVLP3,MP1,32,98,99,139.3,65,62,68,64.20,BOBLILLY,M338-760
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,1,24.5,0,24.5,65,62,68,64.50,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,2,0,24.5,24.5,65,62,68,64.00,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,64.80,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,4,49,24.5,54.8,65,62,68,64.40,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,5,24.5,-49,54.8,65,62,68,64.70,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,6,-49,-49,69.3,65,62,68,64.60,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,7,-49,49,69.3,65,62,68,63.70,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,8,0,-74.5,74.5,65,62,68,64.20,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,9,0,74.5,74.5,65,62,68,64.30,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,10,-73.5,24.5,77.5,65,62,68,65.10,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,11,49,74.5,89.2,65,62,68,64.50,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,12,-98,0,98,65,62,68,64.30,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,13,98,0,98,65,62,68,64.90,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,14,-24.5,-99,102,65,62,68,63.80,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,15,-24.5,99,102,65,62,68,64.30,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,16,73.5,-74.5,104.7,65,62,68,64.30,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,17,49,-99,110.5,65,62,68,64.40,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,18,-98,-74.5,123.1,65,62,68,64.90,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,19,98,-74.5,123.1,65,62,68,64.50,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,20,-98,74.5,123.1,65,62,68,64.70,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,21,24.5,-122.5,124.9,65,62,68,64.40,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,22,-122.5,-24.5,124.9,65,62,68,64.70,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,23,122.5,-24.5,124.9,65,62,68,64.10,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,24,122.5,24.5,124.9,65,62,68,65.20,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,25,-24.5,122.5,124.9,65,62,68,65.30,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,26,-49,-122.5,131.9,65,62,68,65.40,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,27,-122.5,-49,131.9,65,62,68,64.50,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,28,122.5,-49,131.9,65,62,68,64.10,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,29,-122.5,49,131.9,65,62,68,64.20,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,30,122.5,49,131.9,65,62,68,64.70,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,31,49,122.5,131.9,65,62,68,64.00,LRJORDAN,M229-650
07:23:23,2023-09-01,23149017,7,6,LP101,CD102,CV202,CT1,STG1,PEB15,DVLP2,MP1,32,98,99,139.3,65,62,68,63.90,LRJORDAN,M229-650
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,1,24.5,0,24.5,65,62,68,64.20,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,2,0,24.5,24.5,65,62,68,63.80,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,3,-24.5,-24.5,34.6,65,62,68,64.00,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,4,49,24.5,54.8,65,62,68,63.40,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,5,24.5,-49,54.8,65,62,68,63.50,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,6,-49,-49,69.3,65,62,68,63.10,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,7,-49,49,69.3,65,62,68,63.60,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,8,0,-74.5,74.5,65,62,68,63.70,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,9,0,74.5,74.5,65,62,68,63.60,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,10,-73.5,24.5,77.5,65,62,68,64.50,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,11,49,74.5,89.2,65,62,68,63.90,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,12,-98,0,98,65,62,68,63.70,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,13,98,0,98,65,62,68,63.80,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,14,-24.5,-99,102,65,62,68,63.30,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,15,-24.5,99,102,65,62,68,63.70,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,16,73.5,-74.5,104.7,65,62,68,63.90,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,17,49,-99,110.5,65,62,68,63.40,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,18,-98,-74.5,123.1,65,62,68,63.60,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,19,98,-74.5,123.1,65,62,68,63.80,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,20,-98,74.5,123.1,65,62,68,63.90,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,21,24.5,-122.5,124.9,65,62,68,63.80,CHWATERS,M324-614
08:58:14,2023-08-31,23149414,13,7,LP101,CD102,CV202,CT1,STG2,PEB16,DVLP2,MP1,22,-122.5,-24.5,124.9,65,62,68,64.20,CHWATERS,M324-614
